# Forceps inventory

inventoryPatchN = 1
inventoryPatchArea = 1000

#seed	retz_id	treeId	speciesId	age(years)	dbh(cm)	crownA1[0,1]	dbhIncrement(cm)	slowGrowthIndex(0,1)
1	1	17	10	0	0.1	0.1	0
1	2	17	10	0.5	0.1	0.1	0
1	3	17	10	1.1	0.1	0.1	0
1	4	17	10	1.6	0.1	0.1	0
1	5	17	10	2.1	0.1	0.1	0
1	6	17	10	2.7	0.1	0.1	0
1	7	17	10	3.2	0.1	0.1	0
1	8	17	10	3.8	0.1	0.1	0
1	9	17	10	4.3	0.1	0.1	0
1	10	17	10	4.8	0.1	0.1	0
1	11	17	10	5.4	0.1	0.1	0
1	12	17	10	5.9	0.1	0.1	0
1	13	17	10	6.4	0.1	0.1	0
1	14	17	10	7	0.1	0.1	0
1	15	17	10	7.5	0.1	0.1	0
1	16	17	10	8.1	0.1	0.1	0
1	17	17	10	8.6	0.1	0.1	0
1	18	17	10	9.1	0.1	0.1	0
1	19	17	10	9.7	0.1	0.1	0
1	20	17	10	10.2	0.1	0.1	0
1	21	17	10	10.7	0.1	0.1	0
1	22	17	10	11.3	0.1	0.1	0
1	23	17	10	11.8	0.1	0.1	0
1	24	17	10	12.3	0.1	0.1	0
1	25	17	10	12.9	0.1	0.1	0
1	26	17	10	13.4	0.1	0.1	0
1	27	17	10	14	0.1	0.1	0
1	28	17	10	14.5	0.1	0.1	0
1	29	17	10	15	0.1	0.1	0
1	30	17	10	15.6	0.1	0.1	0
1	31	17	10	16.1	0.1	0.1	0
1	32	17	10	16.6	0.1	0.1	0
1	33	17	10	17.2	0.1	0.1	0
1	34	17	10	17.7	0.1	0.1	0
1	35	17	10	18.3	0.1	0.1	0
1	36	17	10	18.8	0.1	0.1	0
1	37	17	10	19.3	0.1	0.1	0
1	38	17	10	19.9	0.1	0.1	0
1	39	17	10	20.4	0.1	0.1	0
1	40	17	10	20.9	0.1	0.1	0
1	41	17	10	21.5	0.1	0.1	0
1	42	17	10	22	0.1	0.1	0
1	43	17	10	22.6	0.1	0.1	0
1	44	17	10	23.1	0.1	0.1	0
1	45	17	10	23.6	0.1	0.1	0
1	46	17	10	24.2	0.1	0.1	0
1	47	17	10	24.7	0.1	0.1	0
1	48	17	10	25.2	0.1	0.1	0
1	49	17	10	25.8	0.1	0.1	0
1	50	17	10	26.3	0.1	0.1	0
1	51	17	10	26.8	0.1	0.1	0
1	52	17	10	27.4	0.1	0.1	0
1	53	17	10	27.9	0.1	0.1	0
1	54	17	10	28.5	0.1	0.1	0
1	55	17	10	29	0.1	0.1	0
1	56	17	10	29.5	0.1	0.1	0
1	57	17	10	30.1	0.1	0.1	0
1	58	17	10	30.6	0.1	0.1	0
1	59	17	10	31.1	0.1	0.1	0
1	60	17	10	31.7	0.1	0.1	0
1	61	17	10	32.2	0.1	0.1	0
1	62	17	10	32.8	0.1	0.1	0
1	63	17	10	33.3	0.1	0.1	0
1	64	17	10	33.8	0.1	0.1	0
1	65	17	10	34.4	0.1	0.1	0
1	66	17	10	34.9	0.1	0.1	0
1	67	17	10	35.4	0.1	0.1	0
1	68	17	10	36	0.1	0.1	0
1	69	17	10	36.5	0.1	0.1	0
1	70	17	10	37	0.1	0.1	0
1	71	17	10	37.6	0.1	0.1	0
1	72	17	10	38.1	0.1	0.1	0
1	73	17	10	38.7	0.1	0.1	0
1	74	17	10	39.2	0.1	0.1	0
1	75	17	10	39.7	0.1	0.1	0
1	76	17	10	40.3	0.1	0.1	0
1	77	17	10	40.8	0.1	0.1	0
1	78	17	10	41.3	0.1	0.1	0
1	79	17	10	41.9	0.1	0.1	0
1	80	17	10	42.4	0.1	0.1	0
1	81	17	10	43	0.1	0.1	0
1	82	17	10	43.5	0.1	0.1	0
1	83	17	10	44	0.1	0.1	0
1	84	17	10	44.6	0.1	0.1	0
1	85	17	10	45.1	0.1	0.1	0
1	86	17	10	45.6	0.1	0.1	0
1	87	17	10	46.2	0.1	0.1	0
1	88	17	10	46.7	0.1	0.1	0
1	89	17	10	47.2	0.1	0.1	0
1	90	17	10	47.8	0.1	0.1	0
1	91	17	10	48.3	0.1	0.1	0
1	92	17	10	48.9	0.1	0.1	0
1	93	17	10	49.4	0.1	0.1	0
1	94	17	10	49.9	0.1	0.1	0
1	95	17	10	50.5	0.1	0.1	0
1	96	17	10	51	0.1	0.1	0
1	97	17	10	51.5	0.1	0.1	0
1	98	17	10	52.1	0.1	0.1	0
1	99	17	10	52.6	0.1	0.1	0
1	100	17	10	53.2	0.1	0.1	0
1	101	17	10	53.7	0.1	0.1	0
1	102	17	10	54.2	0.1	0.1	0
1	103	17	10	54.8	0.1	0.1	0
1	104	17	10	55.3	0.1	0.1	0
1	105	17	10	55.8	0.1	0.1	0
1	106	17	10	56.4	0.1	0.1	0
1	107	17	10	56.9	0.1	0.1	0
1	108	17	10	57.4	0.1	0.1	0
1	109	17	10	58	0.1	0.1	0
1	110	17	10	58.5	0.1	0.1	0
1	111	17	10	59.1	0.1	0.1	0
1	112	17	10	59.6	0.1	0.1	0
1	113	17	10	60.1	0.1	0.1	0
1	114	17	10	60.7	0.1	0.1	0
1	115	17	10	61.2	0.1	0.1	0
1	116	17	10	61.7	0.1	0.1	0
1	117	17	10	62.3	0.1	0.1	0
1	118	17	10	62.8	0.1	0.1	0
1	119	17	10	63.4	0.1	0.1	0
1	120	17	10	63.9	0.1	0.1	0
1	121	17	10	64.4	0.1	0.1	0
1	122	17	10	65	0.1	0.1	0
1	123	17	10	65.5	0.1	0.1	0
1	124	17	10	66	0.1	0.1	0
1	125	17	10	66.6	0.1	0.1	0
1	126	17	10	67.1	0.1	0.1	0
1	127	17	10	67.7	0.1	0.1	0
1	128	17	10	68.2	0.1	0.1	0
1	129	17	10	68.7	0.1	0.1	0
1	130	17	10	69.3	0.1	0.1	0
1	131	17	10	69.8	0.1	0.1	0
1	132	17	10	70.3	0.1	0.1	0
1	133	17	10	70.9	0.1	0.1	0
1	134	17	10	71.4	0.1	0.1	0
1	135	17	10	71.9	0.1	0.1	0
1	136	17	10	72.5	0.1	0.1	0
1	137	17	10	73	0.1	0.1	0
1	138	17	10	73.6	0.1	0.1	0
1	139	17	10	74.1	0.1	0.1	0
1	140	17	10	74.6	0.1	0.1	0
1	141	17	10	75.2	0.1	0.1	0
1	142	17	10	75.7	0.1	0.1	0
1	143	17	10	76.2	0.1	0.1	0
1	144	17	10	76.8	0.1	0.1	0
1	145	17	10	77.3	0.1	0.1	0
1	146	17	10	77.9	0.1	0.1	0
1	147	17	10	78.4	0.1	0.1	0
1	148	17	10	78.9	0.1	0.1	0
1	149	17	10	79.5	0.1	0.1	0
1	150	17	10	80	0.1	0.1	0
